gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AvgMonthlySpend,ServiceCount,ContractValue
0,1,0,0,9,1,1,84.45,762.5,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,84.72222222222223,2,760.0500000000001
0,0,0,1,28,1,0,20.25,535.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.119642857142857,1,567.0
0,0,0,0,1,1,0,75.55,75.55,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,75.55,2,75.55
1,0,0,0,4,1,1,85.65,338.9,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,84.725,2,342.6
1,1,0,0,38,1,1,70.15,2497.35,1,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,65.71973684210526,5,2665.7000000000003
1,0,1,0,66,1,0,95.3,6273.4,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,95.05151515151515,4,6289.8
0,0,0,0,1,1,1,70.25,70.25,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,70.25,1,70.25
0,0,1,0,18,1,1,50.3,908.75,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,50.486111111111114,2,905.4
1,1,0,0,51,1,1,97.8,4913.3,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,96.33921568627451,4,4987.8
1,0,1,1,0,1,0,19.85,1397.475,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0,1,0.0
1,0,0,0,1,1,0,46.3,46.3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,46.3,1,46.3
1,0,0,1,12,1,0,19.35,212.3,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,17.691666666666666,1,232.20000000000002
0,0,0,0,41,1,1,106.3,4443.45,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,108.37682926829268,5,4358.3
1,0,0,0,12,1,0,25.0,316.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,26.349999999999998,1,300.0
0,0,1,1,55,1,0,20.3,1079.05,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,19.619090909090907,1,1116.5
0,0,0,0,7,1,1,75.35,564.65,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,80.66428571428571,1,527.4499999999999
0,0,0,0,12,1,1,89.4,1095.65,1,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,91.30416666666667,4,1072.8000000000002
0,0,1,1,68,1,0,88.0,6161.9,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,90.61617647058823,7,5984.0
0,1,0,0,5,1,1,83.15,446.05,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,89.21000000000001,2,415.75
0,1,0,0,49,1,0,43.8,2106.05,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,42.98061224489796,1,2146.2
1,0,0,0,40,0,0,62.05,2511.55,0,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,62.78875000000001,5,2482.0
0,0,0,0,16,1,0,20.1,318.6,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,19.9125,1,321.6
1,0,0,0,10,1,1,74.15,811.8,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,81.17999999999999,1,741.5
0,0,1,0,72,1,1,101.35,7323.15,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,101.71041666666666,5,7297.2
0,1,0,0,2,1,1,84.05,186.05,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,93.025,2,168.1
1,0,1,1,23,1,0,20.9,454.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,19.73913043478261,1,480.7
0,1,0,0,71,1,1,105.9,7521.95,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,105.94295774647887,5,7518.900000000001
0,0,1,0,11,1,1,99.5,1056.95,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,96.08636363636364,4,1094.5
1,0,0,0,1,1,1,44.15,44.15,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,44.15,1,44.15
0,0,0,0,16,1,1,53.9,834.15,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,52.134375,3,862.4
0,0,0,0,1,1,1,85.45,85.45,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,85.45,2,85.45
1,0,1,0,12,1,1,85.05,999.8,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,83.31666666666666,3,1020.5999999999999
0,0,0,0,54,0,0,44.1,2369.7,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,43.88333333333333,3,2381.4
0,0,1,0,68,1,0,90.2,6297.65,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,92.6125,4,6133.6
0,0,1,1,4,1,0,50.85,239.55,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,59.8875,1,203.4
0,0,0,1,1,1,0,59.2,59.2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,59.2,3,59.2
1,0,0,0,27,1,0,53.45,1461.45,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,54.12777777777778,3,1443.15
1,0,0,0,21,1,1,19.95,416.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.82857142857143,1,418.95
1,0,0,0,13,1,1,83.2,1060.6,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,81.58461538461538,3,1081.6000000000001
0,1,0,0,64,1,0,74.65,4869.35,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,76.08359375,5,4777.6
0,0,0,0,1,1,1,54.9,54.9,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,54.9,3,54.9
1,0,1,0,57,0,1,57.5,3265.95,0,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,57.29736842105263,5,3277.5
0,0,1,0,21,1,1,103.9,2254.2,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,107.34285714285713,5,2181.9
1,0,0,0,19,1,0,19.65,358.15,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,18.849999999999998,1,373.34999999999997
1,0,1,0,31,1,1,93.8,2939.8,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,94.83225806451614,4,2907.7999999999997
1,0,0,0,52,1,1,89.25,4652.4,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,89.46923076923076,7,4641.0
0,0,0,0,46,1,1,94.15,4408.45,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,95.8358695652174,4,4330.900000000001
0,1,0,0,11,1,1,55.6,580.8,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,52.8,2,611.6
0,0,1,1,53,0,1,48.7,2495.2,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,47.079245283018864,4,2581.1000000000004
0,0,1,1,11,1,1,19.25,180.3,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,16.39090909090909,1,211.75
1,1,0,0,57,1,1,104.9,5913.95,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,103.75350877192982,5,5979.3
0,1,0,0,2,1,1,75.45,158.4,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,79.2,1,150.9
0,1,0,0,2,1,0,54.85,104.2,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,52.1,3,109.7
0,0,1,1,71,1,0,19.9,1389.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.56830985915493,1,1412.8999999999999
0,0,1,1,1,1,1,19.4,19.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.4,1,19.4
1,0,1,0,68,1,0,25.05,1629.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,23.958823529411767,1,1703.4
1,0,1,0,72,1,0,84.45,6033.1,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,83.79305555555555,7,6080.400000000001
0,0,0,0,2,1,0,19.3,44.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,22.2,1,38.6
1,1,1,0,1,1,1,95.1,95.1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,95.1,3,95.1
0,0,0,0,41,1,1,79.85,3320.75,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,80.9939024390244,6,3273.85
1,0,1,1,72,1,0,25.55,1867.7,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,25.94027777777778,1,1839.6000000000001
1,0,1,0,6,1,1,75.5,438.0,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,73.0,1,453.0
0,0,1,1,4,1,1,73.75,325.45,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,81.3625,2,295.0
1,0,0,0,12,1,1,96.05,1148.1,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,95.675,3,1152.6
0,0,1,0,58,1,1,68.4,3972.25,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,68.48706896551724,4,3967.2000000000003
0,0,0,0,7,1,0,20.65,155.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,22.271428571428572,1,144.54999999999998
0,0,1,0,65,1,1,55.15,3673.15,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,56.51,3,3584.75
1,0,0,0,1,1,1,70.6,70.6,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,70.6,1,70.6
1,0,1,0,56,1,0,19.95,1126.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,20.120535714285715,1,1117.2
1,0,0,0,4,1,0,19.0,73.45,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,18.3625,1,76.0
0,0,1,1,58,1,1,44.1,2413.05,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,41.60431034482759,1,2557.8
1,0,1,0,62,1,1,107.6,6912.7,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,111.49516129032257,5,6671.2
1,0,0,0,26,1,0,61.55,1581.95,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,60.84423076923077,3,1600.3
1,0,0,0,62,1,0,90.7,5586.45,0,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,90.1040322580645,4,5623.400000000001
0,0,1,1,58,1,0,99.25,5846.65,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,100.80431034482758,5,5756.5
0,0,1,0,68,1,1,91.7,6424.7,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,94.48088235294118,7,6235.6
0,0,1,1,61,1,1,100.7,6018.65,0,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,98.66639344262295,5,6142.7
0,0,0,0,42,1,1,78.45,3373.4,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,80.31904761904762,5,3294.9
1,0,0,0,18,1,0,84.3,1537.9,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,85.4388888888889,2,1517.3999999999999
0,0,0,0,56,1,1,19.55,1080.55,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,19.295535714285712,1,1094.8
0,0,0,0,4,1,1,88.95,355.2,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,88.8,3,355.8
0,0,0,0,4,1,0,20.45,82.85,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,20.7125,1,81.8
0,0,0,1,35,1,0,55.6,2016.45,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,57.612857142857145,3,1946.0
0,0,1,1,64,1,1,86.8,5327.25,0,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,83.23828125,3,5555.2
0,0,0,0,31,1,0,20.95,683.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,22.04032258064516,1,649.4499999999999
0,1,1,0,67,1,1,20.05,1263.05,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,18.851492537313433,1,1343.3500000000001
0,0,0,0,4,1,0,50.7,151.3,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,37.825,2,202.8
0,1,1,0,70,1,1,113.65,7714.65,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,110.20928571428571,7,7955.5
1,0,0,0,3,1,0,53.4,188.7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,62.9,2,160.2
1,1,1,0,53,1,1,101.9,5549.4,1,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,104.70566037735848,4,5400.700000000001
1,0,1,1,2,1,0,59.5,130.5,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,65.25,4,119.0
0,0,1,1,29,1,1,87.8,2621.75,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,90.40517241379311,3,2546.2
0,0,0,0,47,0,0,41.9,1875.25,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,39.898936170212764,3,1969.3
0,0,1,1,68,1,1,83.0,5685.8,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,83.61470588235295,2,5644.0
1,0,0,1,12,1,1,69.85,837.5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,69.79166666666667,4,838.1999999999999
0,0,1,1,8,1,0,56.3,401.5,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,50.1875,3,450.4
1,0,1,0,54,1,0,109.55,6118.95,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,113.31388888888888,6,5915.7
1,0,1,1,69,1,1,92.15,6480.9,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,93.92608695652173,4,6358.35
0,0,0,0,26,1,1,69.5,1800.05,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,69.2326923076923,4,1807.0
0,0,1,0,72,1,1,97.0,7104.2,0,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,98.66944444444444,5,6984.0
0,0,0,0,70,0,1,58.35,4214.25,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,60.20357142857143,5,4084.5
1,0,0,1,1,1,0,50.6,50.6,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,50.6,2,50.6
1,0,0,0,10,1,1,89.5,863.1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,86.31,3,895.0
0,0,1,1,28,1,1,70.4,1992.2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,71.15,1,1971.2000000000003
1,0,0,0,1,1,1,69.8,69.8,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,69.8,1,69.8
0,0,1,0,21,1,1,94.3,1948.35,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,92.77857142857142,3,1980.3
1,1,1,0,51,1,1,93.8,4750.95,1,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,93.15588235294118,4,4783.8
0,0,1,1,53,1,0,19.55,1007.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,19.016981132075472,1,1036.15
1,0,0,1,53,1,0,95.95,5036.9,0,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,95.03584905660377,5,5085.35
1,0,1,0,24,1,1,101.05,2391.8,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,99.65833333333335,4,2425.2
0,0,1,0,70,1,1,94.8,6859.05,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,97.98642857142858,7,6636.0
1,0,0,0,61,1,1,107.75,6521.9,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,106.91639344262295,6,6572.75
0,0,0,0,11,1,1,54.6,617.85,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,56.16818181818182,3,600.6
1,0,0,0,2,1,1,71.3,157.75,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,78.875,1,142.6
1,0,0,0,25,1,1,19.5,516.3,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,20.651999999999997,1,487.5
0,0,0,0,41,1,1,56.3,2364.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,57.65853658536585,2,2308.2999999999997
1,0,1,0,18,1,1,94.7,1687.95,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,93.775,3,1704.6000000000001
1,1,1,0,72,1,1,104.15,7689.95,1,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,106.80486111111111,5,7498.8
0,0,1,1,71,1,1,90.55,6239.05,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,87.87394366197184,7,6429.05
0,0,1,1,34,1,1,60.8,2042.05,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,60.06029411764706,4,2067.2
1,0,0,0,29,1,1,98.8,2807.1,0,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,96.79655172413793,5,2865.2
1,1,1,0,40,1,1,98.15,4116.8,0,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,102.92,6,3926.0
1,0,1,0,36,0,0,35.35,1317.95,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,36.609722222222224,2,1272.6000000000001
0,0,1,0,46,1,1,103.15,4594.65,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,99.8836956521739,5,4744.900000000001
0,0,0,0,58,1,1,107.75,6332.75,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,109.1853448275862,6,6249.5
1,0,0,0,39,1,0,81.4,3213.75,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,82.40384615384616,2,3174.6000000000004
1,0,1,1,4,1,0,61.45,229.55,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,57.3875,3,245.8
0,0,1,1,52,1,1,95.7,4976.15,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,95.6951923076923,4,4976.400000000001
1,1,1,0,70,1,1,104.8,7308.95,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,104.41357142857143,5,7336.0
1,1,1,0,65,1,1,70.95,4555.2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,70.08,1,4611.75
1,0,0,0,1,1,1,44.95,44.95,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,44.95,1,44.95
0,0,1,0,70,1,1,97.65,6982.5,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,99.75,4,6835.5
0,1,1,1,29,0,1,35.65,1025.15,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,35.35,2,1033.85
1,0,0,0,1,1,1,90.55,90.55,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,90.55,3,90.55
0,0,0,0,67,1,1,85.25,5714.2,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,85.2865671641791,6,5711.75
0,0,0,0,1,1,1,19.5,19.5,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.5,1,19.5
0,0,0,0,26,1,1,88.8,2274.35,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,87.475,3,2308.7999999999997
0,0,1,1,30,1,1,25.1,789.55,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,26.31833333333333,1,753.0
0,0,1,0,48,1,1,100.05,4834.0,0,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,100.70833333333333,5,4802.4
0,0,1,1,55,1,0,55.7,3131.8,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,56.941818181818185,3,3063.5
1,0,0,0,7,1,1,85.2,602.55,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,86.07857142857142,2,596.4
1,0,0,0,37,1,1,91.15,3369.25,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,91.0608108108108,3,3372.55
0,0,1,0,31,1,1,83.85,2674.15,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,86.26290322580645,3,2599.35
1,0,0,0,4,1,1,45.9,199.75,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,49.9375,1,183.6
1,0,1,1,72,1,1,25.1,1790.8,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,24.87222222222222,1,1807.2
1,1,0,0,5,1,1,91.4,449.75,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,89.95,3,457.0
1,0,1,1,1,1,0,19.7,19.7,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,19.7,1,19.7
0,1,0,0,15,1,1,91.5,1400.3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,93.35333333333332,3,1372.5
1,0,1,1,8,1,1,51.3,411.6,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,51.45,2,410.4
0,0,0,0,35,1,0,21.1,741.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,21.17142857142857,1,738.5
0,1,0,0,56,1,0,104.75,5841.35,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,104.30982142857144,5,5866.0
1,0,1,0,42,1,1,106.15,4512.7,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,107.4452380952381,5,4458.3
1,1,1,1,65,1,1,85.75,5688.45,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,87.51461538461538,3,5573.75
0,0,1,1,2,1,0,20.3,31.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,15.95,1,40.6
1,1,1,0,65,1,1,100.75,6674.65,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,102.68692307692307,4,6548.75
0,0,0,0,18,1,1,74.15,1345.75,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,74.76388888888889,1,1334.7
0,0,0,0,23,1,1,78.55,1843.05,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,80.13260869565217,5,1806.6499999999999
0,0,0,0,4,1,1,45.3,196.95,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,49.2375,1,181.2
1,0,1,0,70,1,0,19.85,1433.8,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,20.482857142857142,1,1389.5
0,0,0,0,4,1,0,50.7,214.55,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,53.6375,1,202.8
1,0,0,0,19,1,1,45.0,865.85,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,45.57105263157895,1,855.0
0,0,0,0,18,1,0,77.8,1358.6,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,75.47777777777777,3,1400.3999999999999
0,1,1,0,38,1,1,83.45,3147.15,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,82.81973684210527,3,3171.1
1,0,0,0,2,1,1,73.25,131.05,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,65.525,1,146.5
1,0,0,0,47,1,0,94.8,4535.85,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,96.50744680851065,4,4455.599999999999
0,0,1,1,52,1,0,20.1,1078.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,20.745192307692307,1,1045.2
1,0,0,0,9,1,0,59.9,542.4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,60.266666666666666,2,539.1
0,0,1,0,26,1,1,90.1,2312.55,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,88.94423076923077,7,2342.6
1,0,1,1,8,1,1,51.05,415.05,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,51.88125,2,408.4
